Price,Type,Size,Beds,Bath,Location
2500000,Apartment,1000.0,2,2,Uttar Khan
3240000,Apartment,540.0,2,2,Bangshal
6400000,Apartment,1165.0,3,2,Mirpur
5500000,Apartment,1180.0,3,3,Mirpur
6000000,Apartment,1200.0,3,3,Mirpur
6408000,Apartment,1165.0,3,3,Ibrahimpur
5500000,Apartment,990.0,3,2,Banasree
5000000,Apartment,890.0,2,2,Banasree
12000000,Apartment,1550.0,3,3,Bashundhara R-A
13500000,Apartment,1600.0,3,3,Bashundhara R-A
5500000,Apartment,1250.0,3,3,Cantonment
11500000,Apartment,1520.0,3,3,Bashundhara R-A
7800000,Apartment,1400.0,3,3,Mirpur
1500000,Apartment,656.0,3,2,Keraniganj
37000000,Apartment,2250.0,4,3,Dhanmondi
5940000,Apartment,1300.0,3,2,Mirpur
6600000,Apartment,920.0,2,2,Mohammadpur
17500000,Apartment,2200.0,4,3,Mohammadpur
17500000,Apartment,2200.0,3,3,Mohammadpur
12100000,Apartment,1450.0,3,3,Mirpur
28900000,Apartment,2464.0,3,3,Dhanmondi
10000000,Apartment,1550.0,3,3,Bashundhara R-A
69500000,Apartment,3450.0,4,3,Baridhara
52000000,Apartment,2600.0,3,3,Baridhara
26000000,Duplex,2360.0,4,4,Adabor
10500000,Building,1300.0,4,3,Demra
10200000,Apartment,1517.0,3,4,Uttara
4650000,Apartment,930.0,2,2,Mirpur
2500000,Apartment,650.0,2,2,Bangshal
6800000,Apartment,1250.0,4,4,Mirpur
3400000,Apartment,625.0,2,2,Mirpur
3400000,Apartment,625.0,2,2,Mirpur
3400000,Apartment,625.0,2,2,Mirpur
6800000,Apartment,1250.0,4,4,Mirpur
3400000,Apartment,625.0,2,2,Mirpur
3400000,Apartment,625.0,2,2,Mirpur
9500000,Apartment,1515.0,3,3,Shantinagar
5000000,Apartment,1060.0,3,2,Mirpur
5800000,Apartment,900.0,2,2,Uttara
6700000,Apartment,1430.0,3,3,Mirpur
6659999,Apartment,1110.0,3,2,Adabor
4800000,Apartment,1050.0,3,2,Demra
8000000,Apartment,1190.0,3,3,Hazaribag
8800000,Apartment,1450.0,3,4,Adabor
8000000,Apartment,1400.0,3,3,Mirpur
3500000,Apartment,1300.0,3,3,Cantonment
9000000,Apartment,1280.0,3,3,Bashundhara R-A
4370000,Apartment,950.0,2,2,Mirpur
5900000,Apartment,1475.0,3,3,Badda
7500000,Apartment,1300.0,3,2,Mirpur
7000000,Apartment,1220.0,3,3,Mirpur
15000000,Apartment,2050.0,3,4,Badda
5258000,Apartment,956.0,3,3,Cantonment
3400000,Apartment,1300.0,3,3,Cantonment
12100000,Apartment,1450.0,3,3,Mirpur
12100000,Apartment,1450.0,3,3,Mirpur
12100000,Apartment,1450.0,3,3,Mirpur
12100000,Apartment,1450.0,3,3,Mirpur
12100000,Apartment,1450.0,3,3,Mirpur
12100000,Apartment,1450.0,3,3,Mirpur
5040000,Apartment,1120.0,3,3,Ibrahimpur
5040000,Apartment,1120.0,3,3,Ibrahimpur
4000000,Apartment,925.0,2,2,Bangshal
4000000,Apartment,925.0,2,2,Bangshal
5040000,Apartment,1120.0,3,3,Ibrahimpur
5040000,Apartment,1120.0,3,3,Ibrahimpur
5040000,Apartment,1120.0,3,3,Ibrahimpur
12000000,Apartment,1450.0,3,3,Uttara
12000000,Apartment,1450.0,3,3,Uttara
5900000,Apartment,1475.0,3,3,Badda
160000000,Building,20160.0,17,10,Bashundhara R-A
37000000,Building,3600.0,11,6,Savar
12100000,Apartment,1450.0,3,3,Mirpur
12100000,Apartment,1450.0,3,3,Mirpur
4370000,Apartment,950.0,2,2,Mirpur
35000000,Apartment,3217.0,5,7,Kathalbagan
8500000,Apartment,1150.0,2,2,Mirpur
3663000,Apartment,725.0,2,2,Mirpur
4500000,Apartment,1131.0,3,3,Demra
2500000,Apartment,920.0,2,2,Demra
19000000,Apartment,1545.0,3,3,Banani
11500000,Apartment,1450.0,3,3,Bashundhara R-A
14500000,Apartment,1450.0,2,3,Mirpur
11500000,Apartment,1553.0,3,3,Mirpur
4000000,Apartment,900.0,2,2,Mirpur
6000000,Apartment,1194.0,3,3,Demra
7200000,Apartment,1175.0,3,3,Banasree
55000000,Apartment,3807.0,4,4,Dhanmondi
16000000,Apartment,1800.0,3,3,Bashundhara R-A
15000000,Apartment,1590.0,3,3,Dhanmondi
6000000,Apartment,950.0,2,2,Kathalbagan
14500000,Apartment,1943.0,3,3,Uttara
18500000,Apartment,1950.0,3,3,Bashundhara R-A
5513000,Apartment,1225.0,3,3,Mirpur
20000000,Apartment,2200.0,4,3,Mirpur
3500000,Apartment,1050.0,3,2,Shyampur
29500000,Apartment,3000.0,4,4,Bashundhara R-A
7500000,Apartment,1300.0,3,3,Badda
5750000,Apartment,1150.0,3,2,Mirpur
9500000,Apartment,1300.0,3,3,Aftab Nagar
5100000,Apartment,1020.0,3,2,Jatra Bari
2100000,Apartment,650.0,2,2,Mirpur
2100000,Apartment,650.0,2,2,Mirpur
3000000,Apartment,630.0,2,1,Mirpur
9800000,Apartment,1270.0,3,3,Bashundhara R-A
2500000,Apartment,650.0,2,2,Bangshal
4838000,Apartment,1008.0,3,3,Mirpur
32000000,Apartment,2000.0,3,3,Banani
12000000,Apartment,2260.0,3,3,Mirpur
2500000,Apartment,850.0,2,2,Jatra Bari
12000000,Apartment,1550.0,3,3,Bashundhara R-A
14500000,Apartment,1943.0,3,3,Uttara
80000000,Duplex,4662.0,4,5,Gulshan
6200000,Apartment,1350.0,3,3,Savar
5600000,Apartment,1100.0,3,2,Aftab Nagar
3500000,Apartment,900.0,3,2,Demra
9500000,Apartment,1665.0,3,3,Joar Sahara
7000000,Apartment,750.0,2,2,Mohammadpur
3750000,Apartment,750.0,3,2,Bangshal
20000000,Apartment,1800.0,3,4,Uttara
5513000,Apartment,1225.0,3,2,Mirpur
12000000,Apartment,1550.0,3,3,Bashundhara R-A
5000000,Apartment,1100.0,3,3,Dakshin Khan
38700000,Apartment,3225.0,6,6,Kakrail
4250000,Apartment,850.0,2,2,Badda
3000000,Apartment,630.0,2,1,Mirpur
15000000,Apartment,1700.0,3,3,Badda
15000000,Apartment,1700.0,3,3,Badda
3500000,Apartment,825.0,2,2,Mirpur
22000000,Apartment,2460.0,4,4,Bashundhara R-A
15000000,Apartment,1700.0,3,3,Badda
11500000,Apartment,1180.0,2,2,Mirpur
7500000,Apartment,1180.0,2,2,Mirpur
9000000,Apartment,1220.0,3,3,Rampura
13500000,Apartment,1700.0,3,3,Bashundhara R-A
9000000,Apartment,1550.0,4,4,Mirpur
10000000,Apartment,1550.0,3,3,Bashundhara R-A
6800000,Apartment,1200.0,3,3,Bashabo
6800000,Apartment,1200.0,3,3,Bashabo
3500000,Apartment,900.0,2,2,Bashabo
9600000,Apartment,1680.0,3,3,Mirpur
5000000,Apartment,1000.0,3,2,Badda
6700000,Apartment,950.0,2,2,Bashundhara R-A
4500000,Apartment,900.0,2,2,Badda
9600000,Apartment,1680.0,3,3,Mirpur
9600000,Apartment,1680.0,3,3,Mirpur
6659999,Apartment,1110.0,3,2,Adabor
186500000,Duplex,7461.0,6,7,Gulshan
98800000,Apartment,3953.0,4,5,Gulshan
4200000,Apartment,1015.0,3,2,Cantonment
5500000,Apartment,1120.0,3,2,Badda
6200000,Apartment,1350.0,3,4,Savar
5000000,Apartment,970.0,2,2,Aftab Nagar
7000000,Apartment,1260.0,4,2,Mirpur
3500000,Apartment,630.0,2,1,Mirpur
3500000,Apartment,630.0,2,1,Mirpur
25500000,Apartment,2450.0,3,4,Bashundhara R-A
26500000,Apartment,2550.0,3,4,Bashundhara R-A
25500000,Apartment,2450.0,3,4,Bashundhara R-A
25500000,Apartment,2450.0,3,4,Bashundhara R-A
25000000,Apartment,2200.0,3,3,Mirpur
96300000,Apartment,3851.0,4,5,Gulshan
96300000,Apartment,3851.0,4,5,Gulshan
96300000,Apartment,3851.0,4,5,Gulshan
4464000,Apartment,930.0,2,2,Mirpur
2600000,Apartment,920.0,2,2,Demra
5500000,Apartment,1050.0,3,2,Khilgaon
9600000,Apartment,1680.0,3,3,Mirpur
4000000,Apartment,700.0,2,2,Khilgaon
5000000,Apartment,1220.0,3,2,Mirpur
7500000,Apartment,1378.0,3,3,Mirpur
27000000,Apartment,1568.0,3,3,Kalabagan
13200000,Apartment,2200.0,4,4,Bashundhara R-A
4800000,Apartment,1100.0,3,2,Mirpur
3800000,Apartment,850.0,2,2,Mirpur
3800000,Apartment,850.0,2,2,Mirpur
35000000,Apartment,2912.0,3,4,Bashundhara R-A
11500000,Apartment,1525.0,3,3,Bashundhara R-A
30000000,Apartment,2900.0,4,5,Bashundhara R-A
23000000,Apartment,2150.0,4,4,Mirpur
3700000,Apartment,1000.0,2,2,Mirpur
3700000,Apartment,1000.0,2,2,Mirpur
3700000,Apartment,1000.0,2,2,Mirpur
8250000,Apartment,1375.0,3,3,Mirpur
10000000,Apartment,1350.0,3,3,New Market
7200000,Apartment,1200.0,3,3,Aftab Nagar
7200000,Apartment,1200.0,3,3,Aftab Nagar
7500000,Apartment,1275.0,3,3,Mirpur
3402000,Apartment,810.0,2,2,Mirpur
7000000,Apartment,1400.0,3,3,Mirpur
4500000,Apartment,1000.0,3,3,Turag
3700000,Apartment,1000.0,2,2,Mirpur
2000000,Apartment,400.0,1,1,Bangshal
10500000,Apartment,1460.0,3,2,Aftab Nagar
11500000,Apartment,1800.0,4,4,Mirpur
15000000,Apartment,1895.0,3,4,Bashundhara R-A
12000000,Apartment,1550.0,3,3,Bashundhara R-A
15500000,Apartment,1365.0,3,3,Tejgaon
3825000,Apartment,850.0,2,2,Mirpur
3825000,Apartment,850.0,2,2,Mirpur
4500000,Apartment,1250.0,3,3,Demra
3600000,Apartment,1000.0,3,2,Keraniganj
8900000,Apartment,1271.0,3,3,Banasree
3825000,Apartment,850.0,2,2,Mirpur
4800000,Apartment,1050.0,3,2,Ibrahimpur
15000000,Apartment,1895.0,3,4,Bashundhara R-A
5750000,Apartment,1150.0,3,2,Mirpur
2450000,Apartment,900.0,2,2,Demra
11500000,Apartment,1550.0,3,3,Bashundhara R-A
12000000,Apartment,1550.0,3,3,Bashundhara R-A
7800000,Apartment,1365.0,3,3,Malibagh
6600000,Apartment,1200.0,3,3,Banasree
5000000,Apartment,980.0,3,2,Adabor
35000000,Apartment,2600.0,3,3,Dhanmondi
4472000,Apartment,1040.0,3,3,Mirpur
5000000,Apartment,1200.0,3,3,Turag
12000000,Apartment,1600.0,3,2,Banasree
46000000,Apartment,3290.0,4,4,Banani
16000000,Apartment,2260.0,3,4,Bashundhara R-A
11000000,Apartment,1250.0,3,2,Kalabagan
186500000,Duplex,7461.0,6,7,Gulshan
5513000,Apartment,1225.0,3,2,Mirpur
32000000,Apartment,2000.0,3,3,Banani
4725000,Apartment,1050.0,3,2,Badda
12000000,Apartment,1600.0,3,3,Bashundhara R-A
6800000,Apartment,883.0,2,2,Bashundhara R-A
7800000,Apartment,1250.0,3,2,Mohammadpur
70000000,Building,7400.0,13,10,Uttara
5000000,Apartment,890.0,3,2,Khilgaon
13500000,Apartment,1550.0,3,3,Bashundhara R-A
29500000,Apartment,3000.0,4,4,Bashundhara R-A
2550000,Apartment,900.0,2,2,Demra
2350000,Apartment,900.0,2,2,Demra
5750000,Apartment,1150.0,3,2,Mirpur
6480000,Apartment,1080.0,3,2,Adabor
15000000,Apartment,1700.0,3,3,Badda
4500000,Apartment,625.0,2,2,Mohammadpur
12200000,Apartment,1320.0,3,3,Malibagh
38000000,Building,9100.0,24,10,Dakshin Khan
22900000,Apartment,1760.0,3,3,Dhanmondi
5025000,Apartment,1005.0,3,2,Mirpur
3250000,Apartment,700.0,2,2,Mirpur
30000000,Apartment,2124.0,4,4,Dhanmondi
3200000,Apartment,728.0,2,2,Mirpur
7600000,Apartment,1250.0,3,3,Tejgaon
7600000,Apartment,1250.0,3,3,Tejgaon
14000000,Apartment,1775.0,3,4,Uttara
2300000,Apartment,600.0,2,2,Mirpur
2300000,Apartment,600.0,2,2,Mirpur
15000000,Apartment,1250.0,3,3,Lalmatia
20000000,Apartment,1807.0,4,4,Lalmatia
3400000,Apartment,916.0,2,2,Badda
23000000,Apartment,1800.0,3,4,Dhanmondi
2500000,Apartment,850.0,2,2,Jatra Bari
2500000,Apartment,850.0,2,2,Jatra Bari
12000000,Apartment,1550.0,3,3,Bashundhara R-A
8500000,Apartment,1700.0,3,3,Mirpur
3800000,Apartment,850.0,2,2,Mirpur
19000000,Apartment,2000.0,4,4,Uttara
98800000,Apartment,3953.0,4,5,Gulshan
8500000,Apartment,1200.0,3,3,Dhanmondi
8000000,Apartment,1250.0,3,3,Mirpur
4500000,Apartment,625.0,2,2,Mohammadpur
2500000,Apartment,650.0,2,2,Mirpur
5200000,Apartment,1005.0,3,2,Mirpur
15500000,Apartment,1796.0,3,3,Tejgaon
2000000,Apartment,600.0,2,1,Mirpur
2000000,Apartment,600.0,2,1,Mirpur
2000000,Apartment,600.0,2,1,Mirpur
2000000,Apartment,600.0,2,1,Mirpur
2000000,Apartment,600.0,2,1,Mirpur
2000000,Apartment,600.0,2,1,Mirpur
12000000,Apartment,1650.0,3,3,Uttara
4500000,Apartment,900.0,2,2,Sutrapur
20400000,Apartment,2400.0,4,4,Mirpur
12500000,Apartment,1525.0,3,3,Bashundhara R-A
20000000,Apartment,1807.0,4,4,Lalmatia
9500000,Apartment,1220.0,3,3,Dhanmondi
9500000,Apartment,1224.0,2,2,Eskaton
8500000,Apartment,1370.0,3,3,Aftab Nagar
12000000,Apartment,1550.0,3,3,Bashundhara R-A
2400000,Apartment,920.0,2,2,Demra
5300000,Apartment,1055.0,3,2,Dakshin Khan
12000000,Apartment,1362.0,3,3,Dhanmondi
6500000,Apartment,1000.0,3,3,Aftab Nagar
9300000,Apartment,1615.0,3,3,Turag
96300000,Apartment,3851.0,4,5,Gulshan
16000000,Apartment,1872.0,3,3,Mirpur
12500000,Apartment,1600.0,4,4,Eskaton
3300000,Apartment,530.0,2,2,Eskaton
4200000,Apartment,800.0,2,2,Dakshin Khan
4600000,Apartment,900.0,3,3,Dakshin Khan
4200000,Apartment,800.0,2,2,Dakshin Khan
12500000,Apartment,1420.0,3,3,Motijheel
2000000,Apartment,600.0,2,1,Mirpur
2000000,Apartment,600.0,2,1,Mirpur
12700000,Apartment,1550.0,3,3,Bashundhara R-A
19000000,Apartment,1350.0,3,3,Mohakhali DOHS
6740000,Apartment,1348.0,3,3,Mirpur
3402000,Apartment,810.0,2,2,Mirpur
6740000,Apartment,1348.0,3,3,Mirpur
7315000,Apartment,1463.0,3,3,Mirpur
7315000,Apartment,1463.0,3,3,Mirpur
7315000,Apartment,1463.0,3,3,Mirpur
20000000,Apartment,2640.0,4,4,Bashundhara R-A
5200000,Apartment,1133.0,3,3,Mirpur
10000000,Apartment,1420.0,3,3,Sutrapur
10000000,Apartment,1420.0,3,3,Sutrapur
4800000,Apartment,1060.0,3,2,Mirpur
3100000,Apartment,650.0,2,2,Mirpur
115000000,Building,17600.0,42,10,Aftab Nagar
6500000,Apartment,1000.0,3,3,Aftab Nagar
6500000,Apartment,1000.0,3,3,Aftab Nagar
11000000,Apartment,1605.0,3,3,Aftab Nagar
4280000,Apartment,1050.0,3,2,Mirpur
6200000,Apartment,1180.0,3,2,Mirpur
40000000,Building,21600.0,75,10,Savar
7200000,Apartment,1515.0,4,3,Mugdapara
45000000,Building,10400.0,24,10,Dakshin Khan
7500000,Apartment,1300.0,3,3,Dakshin Khan
3000000,Apartment,650.0,2,2,Mirpur
18000000,Apartment,1914.0,3,3,Baridhara
13000000,Apartment,1955.0,3,3,Uttara
4000000,Apartment,800.0,3,2,Bangshal
11500000,Apartment,1525.0,3,3,Bashundhara R-A
4600000,Apartment,800.0,2,2,Mirpur
2500000,Apartment,850.0,2,2,Jatra Bari
3750000,Apartment,750.0,2,2,Bangshal
71000000,Apartment,3492.0,4,4,Banani DOHS
71000000,Apartment,3500.0,4,4,Banani DOHS
9000000,Apartment,1565.0,3,3,Turag
7000000,Apartment,1225.0,3,3,Mirpur
2000000,Apartment,600.0,2,1,Mirpur
3402000,Apartment,810.0,2,2,Mirpur
27000000,Apartment,2050.0,4,4,Mohammadpur
6800000,Apartment,1040.0,2,2,Adabor
5750000,Apartment,1150.0,3,2,Mirpur
5750000,Apartment,1150.0,3,2,Mirpur
12000000,Apartment,1550.0,3,3,Bashundhara R-A
4725000,Apartment,1050.0,3,2,Badda
18000000,Apartment,1914.0,3,3,Baridhara
6000000,Apartment,1150.0,3,3,Mirpur
6500000,Apartment,1000.0,2,3,Aftab Nagar
9000000,Apartment,1565.0,3,3,Turag
9300000,Apartment,1615.0,3,3,Turag
9500000,Apartment,1450.0,3,3,Bashundhara R-A
7500000,Apartment,1045.0,3,3,Badda
7000000,Apartment,1400.0,3,3,Mirpur
5000000,Apartment,1220.0,3,2,Mirpur
5000000,Apartment,1220.0,3,2,Mirpur
3825000,Apartment,850.0,2,2,Mirpur
6000000,Apartment,1250.0,3,3,Dakshin Khan
6500000,Apartment,1339.0,4,3,Adabor
10000000,Apartment,1300.0,3,3,Bashundhara R-A
15000000,Apartment,1895.0,3,4,Bashundhara R-A
23900000,Apartment,2050.0,3,3,Uttara
24900000,Apartment,2050.0,3,3,Uttara
5000000,Apartment,900.0,2,2,Mirpur
11900000,Apartment,1750.0,4,4,Tejgaon
6000000,Apartment,1168.0,3,3,Badda
6250000,Apartment,1250.0,3,3,Mohammadpur
3200000,Apartment,950.0,2,2,Jatra Bari
5460000,Apartment,2100.0,8,6,Mirpur
10800000,Apartment,1530.0,4,3,Adabor
22000000,Apartment,2600.0,4,5,Bashundhara R-A
10000000,Apartment,1350.0,3,4,Hatirpool
4000000,Apartment,1000.0,3,2,Mirpur
4900000,Apartment,1005.0,2,2,Banasree
5500000,Apartment,880.0,2,2,Banasree
7000000,Apartment,1522.0,3,3,Badda
7900000,Apartment,1281.0,3,3,Turag
7800000,Apartment,1281.0,3,3,Turag
14500000,Apartment,2201.0,4,3,Banasree
6900000,Apartment,1550.0,4,4,Dakshin Khan
8500000,Apartment,1100.0,3,2,Bashundhara R-A
9000000,Apartment,1400.0,3,3,Adabor
8800000,Apartment,1330.0,3,3,Mohammadpur
4500000,Apartment,900.0,3,2,Mirpur
4000000,Apartment,1250.0,3,3,Demra
13000000,Apartment,1500.0,3,3,Bashundhara R-A
5966000,Apartment,970.0,2,2,Aftab Nagar
6000000,Apartment,910.0,2,2,Adabor
13000000,Apartment,1500.0,3,3,Bashundhara R-A
29000000,Apartment,2095.0,3,4,Uttara
3750000,Apartment,750.0,2,2,Mohammadpur
7000000,Apartment,1300.0,3,3,Malibagh
11500000,Apartment,1500.0,3,4,Bashundhara R-A
6500000,Apartment,1370.0,3,3,Mirpur
5000000,Apartment,1100.0,3,3,Mohammadpur
6000000,Apartment,1377.0,3,3,Mohammadpur
5500000,Apartment,880.0,2,2,Mohammadpur
6000000,Apartment,1377.0,3,3,Mohammadpur
3850000,Apartment,700.0,2,2,Mirpur
6000000,Apartment,1377.0,3,3,Mohammadpur
10000000,Apartment,1650.0,3,4,Banasree
6750000,Apartment,1250.0,3,2,Banasree
7300000,Apartment,1030.0,3,3,Maghbazar
6050000,Apartment,1100.0,2,2,Kafrul
9700000,Apartment,1350.0,3,3,Hatirpool
6000000,Apartment,1377.0,3,3,Mohammadpur
17000000,Apartment,1638.0,3,3,Mohammadpur
8900000,Apartment,1410.0,3,3,Mohammadpur
4900000,Apartment,800.0,2,2,Maghbazar
20200000,Apartment,1350.0,3,3,Eskaton
4800000,Apartment,1050.0,3,2,Ibrahimpur
9300000,Apartment,1615.0,3,3,Turag
6000000,Apartment,1377.0,3,3,Mohammadpur
9500000,Apartment,1600.0,3,4,Mirpur
3800000,Apartment,910.0,2,2,Badda
7600000,Apartment,1170.0,3,3,Adabor
32000000,Apartment,2000.0,3,3,Banani
6300000,Apartment,1050.0,2,2,Malibagh
50400000,Apartment,4200.0,4,4,Bashundhara R-A
55000000,Building,8850.0,18,10,Banasree
5000000,Apartment,1100.0,3,3,Mohammadpur
6000000,Apartment,1377.0,3,3,Mohammadpur
5750000,Apartment,1150.0,3,2,Mirpur
12000000,Apartment,1550.0,3,3,Bashundhara R-A
4815000,Apartment,1070.0,3,2,Mirpur
4815000,Apartment,1070.0,3,2,Mirpur
7200000,Apartment,1152.0,3,2,Hazaribag
6900000,Apartment,1350.0,3,2,Turag
7800000,Apartment,1150.0,3,3,Uttara
6900000,Apartment,1350.0,3,2,Turag
6900000,Apartment,1350.0,3,2,Turag
6100000,Apartment,1150.0,3,2,Turag
6900000,Apartment,1350.0,3,2,Turag
9224000,Apartment,1543.0,3,3,Bashabo
6500000,Apartment,1250.0,3,3,Banasree
5000000,Apartment,960.0,3,2,Mirpur
16000000,Apartment,2100.0,4,4,Bashundhara R-A
7500000,Apartment,1015.0,3,2,Banasree
45199999,Apartment,4440.0,5,6,Bashundhara R-A
10800000,Apartment,1530.0,4,3,Adabor
5200000,Apartment,925.0,3,2,Badda
5513000,Apartment,1225.0,3,2,Mirpur
7000000,Apartment,1522.0,3,3,Badda
10000000,Apartment,1100.0,3,2,Mirpur
8200000,Apartment,1400.0,3,2,Ibrahimpur
22700000,Apartment,2165.0,4,4,Bashundhara R-A
20600000,Apartment,2165.0,4,4,Bashundhara R-A
15500000,Apartment,2000.0,4,4,Mirpur
6900000,Apartment,1550.0,4,4,Dakshin Khan
7000000,Apartment,1980.0,6,5,Savar
5500000,Apartment,900.0,2,2,Mirpur
6740000,Apartment,1348.0,3,3,Mirpur
3402000,Apartment,810.0,2,2,Mirpur
3403000,Apartment,815.0,2,2,Mirpur
8200000,Apartment,1362.0,3,3,Uttara
9000000,Apartment,1415.0,3,3,Sutrapur
4100000,Apartment,960.0,2,2,Maghbazar
6200000,Apartment,1350.0,3,4,Savar
11500000,Apartment,1350.0,3,3,Bashundhara R-A
13000000,Apartment,1500.0,3,3,Bashundhara R-A
22700000,Apartment,2165.0,4,4,Bashundhara R-A
8000000,Apartment,1125.0,3,3,Banasree
6000000,Apartment,1377.0,3,3,Mohammadpur
10000000,Apartment,1600.0,3,3,Mirpur
19000000,Apartment,1689.0,3,4,Tejgaon
19000000,Apartment,1916.0,3,4,Tejgaon
3200000,Apartment,800.0,2,2,Banasree
7500000,Apartment,1150.0,3,3,Rampura
12200000,Apartment,1500.0,3,3,Badda
3200000,Apartment,825.0,2,2,Mirpur
7000000,Apartment,1522.0,3,3,Badda
14000000,Apartment,1387.0,3,3,Kathalbagan
6000000,Apartment,850.0,2,2,Mirpur
12000000,Apartment,1550.0,3,3,Bashundhara R-A
12700000,Apartment,1550.0,3,3,Bashundhara R-A
24200000,Apartment,2600.0,4,4,Bashundhara R-A
24200000,Apartment,2600.0,4,4,Bashundhara R-A
23800000,Apartment,2700.0,4,4,Bashundhara R-A
23800000,Apartment,2700.0,4,4,Bashundhara R-A
23800000,Apartment,2700.0,4,4,Bashundhara R-A
23800000,Apartment,2700.0,4,4,Bashundhara R-A
23800000,Apartment,2700.0,4,4,Bashundhara R-A
7000000,Apartment,1522.0,3,3,Badda
16000000,Apartment,1637.0,3,3,Uttara
4700000,Apartment,650.0,2,2,Mirpur
20400000,Apartment,2200.0,4,3,Bashundhara R-A
20400000,Apartment,2200.0,4,3,Bashundhara R-A
15900000,Apartment,2200.0,4,4,Bashundhara R-A
15900000,Apartment,2200.0,4,4,Bashundhara R-A
15900000,Apartment,2200.0,4,4,Bashundhara R-A
15900000,Apartment,2200.0,4,4,Bashundhara R-A
15900000,Apartment,2200.0,4,4,Bashundhara R-A
17400000,Apartment,1950.0,3,4,Bashundhara R-A
19900000,Apartment,2200.0,4,4,Bashundhara R-A
19900000,Apartment,2200.0,4,4,Bashundhara R-A
19900000,Apartment,2200.0,4,4,Bashundhara R-A
21000000,Apartment,2200.0,4,4,Bashundhara R-A
3300000,Apartment,1000.0,3,2,Demra
6900000,Apartment,1550.0,4,4,Dakshin Khan
6900000,Apartment,1550.0,4,4,Dakshin Khan
16500000,Apartment,1975.0,3,3,Bashundhara R-A
5000000,Apartment,1100.0,3,3,Mohammadpur
6000000,Apartment,1377.0,3,3,Mohammadpur
5500000,Apartment,700.0,2,2,Adabor
6875000,Apartment,1250.0,3,3,Cantonment
4200000,Apartment,1250.0,3,3,Demra
12000000,Apartment,1600.0,3,3,Bashundhara R-A
6300000,Apartment,840.0,2,2,Kathalbagan
3000000,Apartment,950.0,3,2,Demra
5000000,Apartment,950.0,3,2,Mirpur
20400000,Apartment,2200.0,4,3,Bashundhara R-A
20400000,Apartment,2200.0,4,3,Bashundhara R-A
21000000,Apartment,2200.0,4,4,Bashundhara R-A
21000000,Apartment,2200.0,4,4,Bashundhara R-A
4500000,Apartment,800.0,2,1,Joar Sahara
3750000,Apartment,750.0,2,2,Mohammadpur
3750000,Apartment,750.0,2,2,Mohammadpur
4750000,Apartment,950.0,3,2,Mohammadpur
6100000,Apartment,1150.0,3,2,Turag
27000000,Apartment,2244.0,3,3,Dhanmondi
14500000,Apartment,2200.0,4,4,Banasree
5750000,Apartment,1150.0,3,2,Mirpur
10500000,Apartment,1400.0,3,3,Mohammadpur
9750000,Apartment,1300.0,3,3,Mohammadpur
9750000,Apartment,1300.0,3,3,Mohammadpur
9750000,Apartment,1300.0,3,3,Mohammadpur
7000000,Apartment,1100.0,3,2,Aftab Nagar
9500000,Apartment,1665.0,3,4,Joar Sahara
35000000,Apartment,2542.0,3,3,Dhanmondi
15900000,Apartment,2200.0,4,4,Bashundhara R-A
15900000,Apartment,2200.0,4,4,Bashundhara R-A
15900000,Apartment,2200.0,4,4,Bashundhara R-A
11900000,Apartment,1750.0,4,4,Tejgaon
7950000,Apartment,1250.0,3,3,Aftab Nagar
7900000,Apartment,1380.0,3,4,Mirpur
8000000,Apartment,1000.0,3,2,Badda
30000000,Apartment,2165.0,3,3,Gulshan
5500000,Apartment,980.0,3,3,Mirpur
10500000,Apartment,1400.0,3,3,Mohammadpur
10500000,Apartment,1400.0,3,3,Mohammadpur
5750000,Apartment,1150.0,3,2,Mirpur
5750000,Apartment,1150.0,3,2,Mirpur
5750000,Apartment,1150.0,3,2,Mirpur
5750000,Apartment,1150.0,3,2,Mirpur
5750000,Apartment,1150.0,3,2,Mirpur
5000000,Apartment,1120.0,3,3,Badda
5750000,Apartment,1150.0,3,2,Mirpur
8155000,Apartment,1165.0,2,2,Hatirpool
50000000,Apartment,2300.0,3,3,Banani DOHS
13000000,Apartment,1610.0,3,3,Mirpur
2500000,Apartment,700.0,2,2,Mirpur
35000000,Building,15682.0,40,10,Savar
8750000,Apartment,1750.0,4,4,Mohammadpur
6500000,Apartment,1375.0,3,4,Khilgaon
5115000,Apartment,930.0,2,2,Mirpur
5115000,Apartment,930.0,2,2,Mirpur
4200000,Apartment,720.0,2,2,Tejgaon
11600000,Apartment,1553.0,3,3,Mirpur
9750000,Apartment,1300.0,3,3,Agargaon
4000000,Apartment,650.0,2,2,Mirpur
4100000,Apartment,735.0,2,1,Tejgaon
5750000,Apartment,1150.0,3,2,Mirpur
5750000,Apartment,1150.0,3,2,Mirpur
1500000,Apartment,350.0,2,1,Bangshal
1500000,Apartment,350.0,1,1,Bangshal
30000000,Apartment,1800.0,3,3,Banani DOHS
4000000,Apartment,800.0,2,2,Mirpur
4000000,Apartment,800.0,2,2,Mirpur
4000000,Apartment,800.0,2,2,Mirpur
4000000,Apartment,800.0,2,2,Mirpur
4000000,Apartment,800.0,2,2,Mirpur
12700000,Apartment,1550.0,3,3,Bashundhara R-A
14500000,Apartment,2020.0,3,3,Bashundhara R-A
6500000,Apartment,1000.0,3,3,Aftab Nagar
19500000,Apartment,2165.0,4,4,Bashundhara R-A
